Position (1-based)	Max Base Frequency	Shannon Entropy
8314	74245	0.06450138740638779
8315	74238	0.06544688417745784
8316	74224	0.06804094634129676
8317	74234	0.06584669037207554
8318	74142	0.08016953145379596
8319	74236	0.06540200646032149
8320	74171	0.07400435022531943
8321	74190	0.06994833439836592
8322	74050	0.08406555965153295
8323	73884	0.09920627288930634
8324	73890	0.09773186453143248
8325	73889	0.09782002466661359
8326	73826	0.107381685371868
8327	73851	0.10364486952747484
8328	73873	0.09922715167504717
8329	73874	0.09943505317853242
8330	73880	0.09861232586044233
8331	73879	0.09870023325156013
8332	73881	0.09867206146096874
8333	73884	0.09826044468445044
8334	73853	0.10305901018829886
8335	73861	0.10120004656820067
8336	73868	0.09966556513208545
8337	73868	0.09981355447221242
8338	73883	0.09872763125902805
8339	73886	0.09808435267832893
8340	73887	0.09799626870734784
8341	73889	0.0982356004087176
8342	73897	0.09738178223782129
8343	73899	0.09693727393162657
8344	73836	0.10698034108322613
8345	73906	0.09631781807574036
8346	73908	0.0961405972811181
8347	73913	0.0956970886419511
8348	73898	0.09740370615013286
8349	73744	0.11866957649830376
8350	73896	0.09747017212614259
8351	73897	0.09711402903332778
8352	73895	0.09755853629496453
8353	73893	0.09784565445415921
8354	73888	0.09805565229681289
8355	73850	0.10123875777763755
8356	73832	0.10307503634999937
8357	73809	0.10683147424739088
8358	73791	0.10852631819010217
8359	73805	0.10540997116952878
8360	73817	0.10425189812043893
8361	73829	0.10306424904751976
8362	73828	0.10315091555562814
8363	73835	0.10254375349940852
8364	73837	0.10237006515826882
8365	73840	0.1021093538978219
8366	73837	0.1027525964239432
8367	73832	0.10367324221585995
8368	73796	0.10949803012249318
8369	73838	0.10228318526675256
8370	73836	0.10245692122624374
8371	73803	0.10877962239223392
8372	73833	0.1038781132041443
8373	73844	0.10176140400547855
8374	73831	0.10443606153249446
8375	73846	0.10158728501613482
8376	73848	0.10141306968547226
8377	73846	0.10173580606614027
8378	73852	0.10106434905560627
8379	73846	0.1021743613721798
8380	73847	0.10208714620107609
8381	73834	0.10263056200642366
8382	73834	0.10290139661526887
8383	73818	0.10522946057600122
8384	73855	0.10080255392454648
8385	73863	0.10010335982590723
8386	73849	0.10284216506150487
8387	73865	0.1000763786663189
8388	73864	0.10016393731295266
8389	73791	0.11107888446887812
8390	73861	0.10076379216431118
8391	73866	0.09984075704395484
8392	73859	0.10110359999698655
8393	51880	0.9689113215298055
8394	73837	0.10533768927384035
8395	73879	0.09896889224445148
8396	73883	0.09849607100875783
8397	73885	0.09817241132652915
8398	73888	0.09790815938099987
8399	73888	0.09790815938099987
8400	73882	0.09870494515577005
8401	73912	0.09578584269725035
8402	73931	0.09409499544923014
8403	73966	0.0911001092103704
8404	73987	0.08919883351785435
8405	73993	0.08850861410138167
8406	73998	0.08805331397100544
8407	73969	0.09249633991672697
8408	73976	0.0900511752800033
8409	73976	0.0901963181305733
8410	73975	0.0904052165530535
8411	73979	0.0897795659477586
8412	73980	0.08968897202931485
8413	73957	0.09301357545875555
8414	73975	0.09014165438943816
8415	73974	0.09037730446716033
8416	73976	0.0900511752800033
8417	73978	0.08987013110101626
8418	73979	0.0897795659477586
8419	73975	0.09094979747627915
8420	73981	0.08986156941274454
8421	73982	0.0898789255795686
8422	73976	0.09105698010395594
8423	73988	0.08896318004917275
8424	73990	0.0887814414215748
8425	73963	0.093709862658445
8426	73990	0.08986298496040117
8427	74004	0.0875059769027471
8428	74001	0.08806858862943222
8429	74048	0.0834586727139216
8430	74049	0.0833659847823118
8431	74041	0.08493030946907507
8432	74050	0.08327326479860431
8433	74053	0.0829949120094491
8434	74057	0.0826233230255004
8435	73960	0.09149543234488894
8436	73964	0.09113504622053004
8437	73964	0.09128052689034888
8438	73952	0.09338736779934848
8439	73963	0.09122518487222765
8440	73967	0.0908644612196887
8441	73960	0.09206782409283228
8442	74043	0.08392163341449058
8443	74047	0.08355132864571853
8444	74048	0.0834586727139216
8445	74050	0.08327326479860431
8446	74049	0.0833659847823118
8447	74051	0.08318051271034121
8448	74056	0.08271626885248227
8449	74053	0.0829949120094491
8450	74053	0.08313773396617
8451	74054	0.08290206329103404
8452	74059	0.08257996270750873
8453	74062	0.08215810566052177
8454	74059	0.08272255914909246
8455	74064	0.08211425624321589
8456	74060	0.08290165773922607
8457	74058	0.08335768317965159
8458	74062	0.08241638424565727
8459	74060	0.08248688691049386
8460	74061	0.08239377842024642
8461	74058	0.08281563468553885
8462	74060	0.08248688691049386
8463	74061	0.08225121441133064
8464	74060	0.08234429046891013
8465	74060	0.08234429046891013
8466	74055	0.08280918225648967
8467	74052	0.08334665246461039
8468	74054	0.08290206329103404
8469	74048	0.0834586727139216
8470	74048	0.0834586727139216
8471	74043	0.0844817256015174
8472	74046	0.08378699749665464
8473	74034	0.08581987667576553
8474	74046	0.08364395262981639
8475	74028	0.0867437014755303
8476	74033	0.08583396006186608
8477	74039	0.08455117754452932
8478	74041	0.08410659514687284
8479	74036	0.08482838141684958
8480	73927	0.10038663049504248
8481	74035	0.08502719814116783
8482	74034	0.08501302648240572
8483	74027	0.08619516192189379
8484	74038	0.08438380058303582
8485	74038	0.08438380058303582
8486	74038	0.08438380058303582
8487	74025	0.0855817668894771
8488	74017	0.08706047795672456
8489	74023	0.08602634094590686
8490	73933	0.09391645139838468
8491	73932	0.09415209051662539
8492	73934	0.0938271389637034
8493	73936	0.09364843309100133
8494	73928	0.09498763671496935
8495	73920	0.09592668223321195
8496	73928	0.0943626100306153
8497	73924	0.0949854082530977
8498	73914	0.09702409961900152
8499	73927	0.09471795595846816
8500	73926	0.09480713347972727
8501	73928	0.0943626100306153
8502	73926	0.09495359351056028
8503	73927	0.09459824784374116
8504	73926	0.09454088584813412
8505	73928	0.0943626100306153
8506	73931	0.09409499544923014
8507	73935	0.09388407299226859
8508	73933	0.09429175083600765
8509	73934	0.0938271389637034
8510	73933	0.09406277834295633
8511	73934	0.0938271389637034
8512	73920	0.09625795824353493
8513	73926	0.09539531090441165
8514	73933	0.09391645139838468
8515	73928	0.09462875163224899
8516	73927	0.09459824784374116
8517	73931	0.09409499544923014
8518	73972	0.09041292029716473
8519	73978	0.08987013110101626
8520	73978	0.09024170227376671
8521	73980	0.08968897202931485
8522	73981	0.08959834930352265
8523	73981	0.08959834930352265
8524	73980	0.08995224935853977
8525	73978	0.09024170227376671
8526	72997	0.16885790027661526
8527	72991	0.1694582706092467
8528	73003	0.16841953353394779
8529	73008	0.16805389966978024
8530	73007	0.16812705036209916
8531	73009	0.16798073700353647
8532	73007	0.16812705036209916
8533	73013	0.16768796645706482
8534	73015	0.16754150915511287
8535	72993	0.16914990675142957
8536	73696	0.11489409920241106
8537	73704	0.11402650211381939
8538	73710	0.11321929641193222
8539	73705	0.1137909225987564
8540	73712	0.11332733099334893
8541	73709	0.11410082037423992
8542	73723	0.112124855360625
8543	73729	0.11192076923980702
8544	73727	0.1117873943823744
8545	73727	0.11206295719605557
8546	73729	0.11161853777838372
8547	73739	0.11215456106485373
8548	73745	0.11261448718876169
8549	73762	0.10882009436580858
8550	73763	0.10873492594792994
8551	73750	0.11072426658077571
8552	73748	0.11001016916839096
8553	73729	0.11161853777838372
8554	73687	0.11529907245725628
8555	73670	0.11656510768740823
8556	73664	0.11706421067206432
8557	73665	0.1169810762435601
8558	73663	0.11745221406030874
8559	73637	0.12057107283018148
8560	73646	0.11982150960001145
8561	73619	0.12417667090231498
8562	73672	0.11655085984620275
8563	73671	0.11648185455523247
8564	73553	0.12617381791839027
8565	73550	0.126699184361415
8566	73544	0.12772179088540025
8567	73549	0.12693472325140176
8568	73548	0.12704136461696408
8569	73549	0.12683257790545857
8570	73649	0.11863442248065015
8571	73658	0.1175626039117918
8572	73650	0.11893451605898013
8573	73654	0.11789447384976198
8574	73650	0.118504670705117
8575	73650	0.11822603145232766
8576	73649	0.1183088721943312
8577	73636	0.1195370130367616
8578	73624	0.12172027298658016
8579	73634	0.11954916286368149
8580	73583	0.12373429452835015
8581	73581	0.12417863744271723
8582	73571	0.12475701582294159
8583	73571	0.12475701582294159
8584	73569	0.12531865011019191
8585	73576	0.12434984617979353
8586	73691	0.11485529933950495
8587	73701	0.11401744026513042
8588	73696	0.11508832232103683
8589	73704	0.11376568395167928
8590	73700	0.11449275826094724
8591	73699	0.11468492997820963
8592	73700	0.1141013180284698
8593	73692	0.11547501623625066
8594	73693	0.11483973214141366
8595	73642	0.12277549054789405
8596	73695	0.11452040023858175
8597	73661	0.12087092168606886
8598	73697	0.11439520930195102
8599	73694	0.11479839811157011
8600	73693	0.11622614576311968
8601	73705	0.11400032866634316
8602	73696	0.11564795322100452
8603	73678	0.11863641096524885
8604	73709	0.11338781607357581
8605	73680	0.11813023624514049
8606	73687	0.11672559906723393
8607	73704	0.11419905892173651
8608	73710	0.11369450119262497
8609	73708	0.11342972101719373
8610	73729	0.11166046543194817
8611	73732	0.11140695979223222
8612	73723	0.11311330862038736
8613	73737	0.11098402670890409
8614	73730	0.11185138078030085
8615	73727	0.11237022534972539
8616	73714	0.11433012048748459
8617	73726	0.11218934397340695
8618	73716	0.1137368239168016
8619	73719	0.11339301551955347
8620	73781	0.1072389437527396
8621	73731	0.11567323415994146
8622	73751	0.11285811012564312
8623	73788	0.10659854353090414
8624	73790	0.106427030836302
8625	73785	0.10724174527261972
8626	73956	0.09641384943937516
8627	74028	0.08544938620367766
8628	74034	0.08489638836514014
8629	74034	0.08501302648240572
8630	74035	0.08466072264180517
8631	74042	0.08437994774962809
8632	74049	0.08350893443136131
8633	74057	0.08298770522722149
8634	74003	0.09133002404605645
8635	74062	0.08230063718216907
8636	74015	0.08649972671078998
8637	73989	0.09189785441048975
8638	74026	0.08575035531097489
8639	74032	0.08567823478090222
8640	74032	0.08632989714325184
8641	74002	0.09157368797759385
8642	74057	0.083246113761615
8643	74064	0.0827895805545412
8644	74094	0.07941716568408871
8645	74060	0.08496743152714029
8646	74096	0.07897255462720615
8647	74103	0.07831180056099614
8648	74098	0.07924202245658046
8649	74102	0.07840629896637606
8650	74094	0.07980182450420327
8651	74087	0.08079073318784973
8652	74097	0.07901962441854975
8653	74067	0.08446595166906962
8654	74079	0.08057020120342998
8655	73917	0.10295916222817911
8656	74053	0.08369607178321117
8657	74056	0.08271626885248227
8658	74060	0.08248688691049386
8659	74068	0.08174109896852909
8660	74045	0.08601332318453614
8661	74080	0.08073358337856154
8662	74074	0.08154297921973809
8663	74075	0.08122886671573559
8664	74034	0.08787511681380672
8665	74074	0.08143779094633068
8666	74072	0.0813674115265454
8667	74074	0.0817352651800964
8668	74071	0.08237241762508
8669	74083	0.08019517140362141
8670	74088	0.07972562009167297
8671	74103	0.07831180056099614
8672	74112	0.07771460419441288
8673	74114	0.07741074582271174
8674	74121	0.07674526634880874
8675	74116	0.07788359485375558
8676	74116	0.07771624627844428
8677	74122	0.07650957796184274
8678	74125	0.07622382706590168
8679	74124	0.07631911387558749
8680	74118	0.07689006989844349
8681	74112	0.07805652755004212
8682	74165	0.07252043589216214
8683	74055	0.08838649459935999
8684	74170	0.0720356077441739
8685	74174	0.07164702483093277
8686	74181	0.07082723364042194
8687	74178	0.07125779583736491
8688	74169	0.07213265314475091
8689	74164	0.07292671597916592
8690	74168	0.07209092376759002
8691	74165	0.07238158269173339
8692	74165	0.07263249779395076
8693	74161	0.07276857441760456
8694	74166	0.0724235498711513
8695	74159	0.07341094436855572
8696	74165	0.07273442288910452
8697	74163	0.07333939485886375
8698	74146	0.07421424146605922
8699	74139	0.07502578687439933
8700	74143	0.07450233808177445
8701	74139	0.07565664034072608
8702	74147	0.07411813316268609
8703	74150	0.07432348613125107
8704	74117	0.0799959592179191
8705	74152	0.07397853123370658
8706	74163	0.07266369483835526
8707	73993	0.09583273500422365
8708	74163	0.07271408908619927
8709	74164	0.0726172822704431
8710	74163	0.07282622967284728
8711	74156	0.07364217584973813
8712	74143	0.07485772341244469
8713	74142	0.0747380319352866
8714	74143	0.07450233808177445
8715	74139	0.07502578687439933
8716	74145	0.07444993610038012
8717	74139	0.07551701591139653
8718	74140	0.07514581768570204
8719	74139	0.07502578687439933
8720	74140	0.07524211108076874
8721	74147	0.0742576818414393
8722	74153	0.07379252798867003
8723	74149	0.07428050418911804
8724	74153	0.07354067909310442
8725	74153	0.07354067909310442
8726	74152	0.07377637554918959
8727	74137	0.07665005273421562
8728	74150	0.07453185157920399
8729	74156	0.074042954036621
8730	74162	0.0732110576015876
8731	74164	0.07283134811299082
8732	74171	0.07179990660434163
8733	74127	0.07895740493551265
8734	74173	0.07160569505448143
8735	74173	0.0717442309209738
8736	74176	0.07131407592063325
8737	74056	0.08858951356063456
8738	74177	0.0712167887276824
8739	74131	0.07852247254170869
8740	74177	0.0712167887276824
8741	74175	0.07141132265042216
8742	74175	0.07141132265042216
8743	74173	0.07205259030561569
8744	74174	0.07150852900062751
8745	74173	0.07160569505448143
8746	74168	0.072368353764223
8747	74141	0.07716198793089336
8748	74159	0.07390661273643918
8749	74164	0.07301716839047866
8750	74171	0.07179990660434163
8751	74172	0.07195318066504644
8752	74029	0.09187232483852187
8753	74172	0.07170282089487133
8754	74174	0.0718602948739177
8755	74175	0.07141132265042216
8756	73766	0.12032445674868208
8757	74175	0.07141132265042216
8758	74170	0.0724345408873007
8759	74169	0.07224455670772202
8760	74138	0.07724627537761632
8761	74163	0.07271408908619927
8762	74158	0.0731975325115878
8763	74129	0.07806363092447344
8764	74153	0.07430764841823334
8765	74155	0.07334788621189504
8766	74151	0.0737333174742827
8767	74143	0.07513251244997977
8768	74129	0.07697434431398577
8769	74140	0.07479009380172755
8770	74107	0.08044609770163975
8771	74139	0.07502578687439933
8772	74099	0.08161187980861029
8773	74143	0.07475494824278481
8774	74144	0.07440634385170423
8775	74162	0.07267188555123044
8776	74158	0.07305840586114909
8777	74153	0.07354067909310442
8778	74158	0.07305840586114909
8779	74155	0.07370189717641842
8780	74157	0.0738654221011356
8781	74076	0.08587327090650335
8782	74042	0.09020606305635699
8783	74175	0.07141132265042216
8784	74164	0.07306545079005111
8785	74144	0.07655651320689774
8786	74171	0.07179990660434163
8787	74169	0.072271308623828
8788	74167	0.07263570193816299
8789	74162	0.07281085641931032
8790	74166	0.0724235498711513
8791	74163	0.07257515736100291
8792	74157	0.07340647835272203
8793	74156	0.07360532659006848
8794	74157	0.07315493821806844
8795	74101	0.08064105718828103
8796	74125	0.07647777077276335
8797	74115	0.07717505925827195
8798	74111	0.07769541102710956
8799	74113	0.07750567006683248
8800	74068	0.0844687831246898
8801	74091	0.08041324003909543
8802	74073	0.0831825465755064
8803	74101	0.07850076227841665
8804	74100	0.07873644519728769
8805	73937	0.09397086642743038
8806	73903	0.09965547357655814
8807	73925	0.09625963790824983
8808	73675	0.11755052509592688
8809	73661	0.11984427962274516
8810	73689	0.11513182562389374
8811	73667	0.11720821677318002
8812	73653	0.11825591635575669
8813	73627	0.12263014221982961
8814	73649	0.11929591894135008
8815	73651	0.11870029596871476
8816	73654	0.11789447384976198
8817	73651	0.11814317126597146
8818	73628	0.12231356062162278
8819	73651	0.11860117153636675
8820	73653	0.11813004000730268
8821	73619	0.12292697271711249
8822	73620	0.12098265433558619
8823	73588	0.12332612274614091
8824	73581	0.1246657912715064
8825	73587	0.12368877952555288
8826	73594	0.12283571149607972
8827	73577	0.12549557789750704
8828	73587	0.12384262127778171
8829	72987	0.1908860216779279
8830	73574	0.12513122560940704
8831	73556	0.1262126820730641
8832	73539	0.12924178229319475
8833	73455	0.13443842496356842
8834	73444	0.13490589580360357
8835	73430	0.13601313661465286
8836	73232	0.16275395193849423
8837	73421	0.13728623928849776
8838	73416	0.13727398343370206
8839	73408	0.13774676258932908
8840	73410	0.13758947673885263
8841	73388	0.14145818096284593
8842	73414	0.13768138939485688
8843	73334	0.14426312631724256
8844	73339	0.14329316980020426
8845	73298	0.14730797042116908
8846	73316	0.14491546437275
8847	73305	0.1457641141396145
8848	73235	0.1525498401612889
8849	73226	0.15385692108923674
8850	73231	0.15158756828429357
8851	73229	0.152409475863918
8852	73230	0.15150415540610618
8853	73229	0.15187229895288923
8854	73211	0.15522225152516975
8855	73226	0.1521002988789153
8856	73510	0.12964269973748943
8857	73533	0.12819209585465516
8858	73543	0.12770364042832627
8859	73548	0.12657883961741428
8860	73507	0.13369759501169137
8861	73537	0.12955677087024992
8862	73526	0.13116538048721194
8863	73555	0.127130019033217
8864	73565	0.12519995074789628
8865	73572	0.12478481658577666
8866	73602	0.12218079693198777
8867	73600	0.12324913486428757
8868	73620	0.12085615237715093
8869	73614	0.12170261084425199
8870	73618	0.12086739318896043
8871	73612	0.12207327149581804
8872	73609	0.12290937099245387
8873	73620	0.12085615237715093
8874	73620	0.12070287985774847
8875	73615	0.12111402183213968
8876	73599	0.12333427271541206
8877	73609	0.12176024844234261
8878	73593	0.1244382394341462
8879	73607	0.12192438561130398
8880	73428	0.14672784511344011
8881	73626	0.1206047096337516
8882	73637	0.11930145133378363
8883	73643	0.11895834844166023
8884	73591	0.12443559212072064
8885	73599	0.12270707842361964
8886	73596	0.12282580847241467
8887	73599	0.12293405114940137
8888	73610	0.12152469381637293
8889	73610	0.12350962926912662
8890	73615	0.12317146651080516
8891	73635	0.12012436916731786
8892	73621	0.12280489040350899
8893	73621	0.12289340022150748
8894	73641	0.12018434742572337
8895	73447	0.1455624017074791
8896	73658	0.11795659775845738
8897	73667	0.11731712776343164
8898	73671	0.11675967880311293
8899	73659	0.11896980071921012
8900	73668	0.11733785170261318
8901	73675	0.11614864329484595
8902	73663	0.11822664856466457
8903	73672	0.11639858156981503
8904	73671	0.11648185455523247
8905	73633	0.12175488495896675
8906	73088	0.16333026473913137
8907	73078	0.1631992089130411
8908	73071	0.16371716353823296
8909	73073	0.16327308905781607
8910	73074	0.16319913243699832
8911	73075	0.1637072191443199
8912	73062	0.1660743530697359
8913	73081	0.16284244588905303
8914	73090	0.1623098592291704
8915	73090	0.16201412637689352
8916	73084	0.1624588795319691
8917	72930	0.1836059157667836
8918	73048	0.16867811717122377
8919	73353	0.14204780929255117
8920	73349	0.14235881077659118
8921	73346	0.14290749492212831
8922	73345	0.14282738934983402
8923	73353	0.14204780929255117
8924	73348	0.14243652354991154
8925	73328	0.1439876404383875
8926	73245	0.15100324292576642
8927	73246	0.15070029107355662
8928	73240	0.15074339005879664
8929	73238	0.15089565395438795
8930	73240	0.15074339005879664
8931	73271	0.14837614601870916
8932	73269	0.1485292799676455
8933	73272	0.14829955775446604
8934	73293	0.14668790685337435
8935	73297	0.14653871928942142
8936	73287	0.14838442605793706
8937	73277	0.1502516886011881
8938	73267	0.14884129043091918
8939	73258	0.15053046890883928
8940	73273	0.14822295528362608
8941	73255	0.15128750187447992
8942	73275	0.14806970768182792
8943	73277	0.1482072246861834
8944	73281	0.147768360526973
8945	73279	0.14805380705185983
8946	73485	0.1318005151038978
8947	69665	0.42142281209010063
8948	73487	0.13188825382310487
8949	73784	0.10694129920124988
8950	73783	0.111873301692345
8951	73853	0.1009771083148748
8952	73854	0.10088984328117515
8953	73860	0.10074662038212423
8954	73863	0.10010335982590723
8955	73862	0.10019084485360841
8956	73545	0.13951449513713016
8957	73862	0.10046034022457
8958	73865	0.1000763786663189
8959	73866	0.0999887953313013
8960	73864	0.10039643713900094
8961	73865	0.1000763786663189
8962	73864	0.10001585020222552
8963	73855	0.10134212644108546
8964	73781	0.11266600689129869
8965	73872	0.10034834221552894
8966	73919	0.09516401218038012
8967	73917	0.09563528284670789
8968	73918	0.09525292416299012
8969	73901	0.09761598033009776
8970	73913	0.0956970886419511
8971	73912	0.09593272253920267
8972	73906	0.0970836630080293
8973	73916	0.09557744467781229
8974	73915	0.09551950179614248
8975	73917	0.09534180973625003
8976	73898	0.09829432401989553
8977	73911	0.09587457055405138
8978	73909	0.09605194781131335
8979	73914	0.09560830835324846
8980	73902	0.09778004181697574
8981	73908	0.0962875806641974
8982	73880	0.10058825710341872
8983	73888	0.09805565229681289
8984	73887	0.09826452774973485
8985	73883	0.09834845278451058
8986	52712	0.9562142610952848
8987	73880	0.09861232586044233
8988	73875	0.0990516121645621
8989	73876	0.0991115972705496
8990	73867	0.1009356337983054
8991	73283	0.16572262070278573
8992	73887	0.09814378675002781
8993	73890	0.09773186453143248
8994	73879	0.09973194950694954
8995	73896	0.09758056269759463
8996	73895	0.09743799749677856
8997	73893	0.09761459806063547
8998	73878	0.10006336450988179
8999	73892	0.09755546786723265
9000	73894	0.09737896912463247
9001	73896	0.09749692404224858
9002	73897	0.0972612943228056
9003	73902	0.09667194804616762
9004	73899	0.09770437964753946
9005	73910	0.09596327224716616
9006	73914	0.09575513621555652
9007	73895	0.09914516186952765
9008	73916	0.09569744239107766
9009	73925	0.0946299836949464
9010	73927	0.09471795595846816
9011	73929	0.0942734319872926
9012	73931	0.09409499544923014
9013	73928	0.09473830927899779
9014	73931	0.09424137573849761
9015	73932	0.09400573688127298
9016	73908	0.09791911811462158
9017	73931	0.09409499544923014
9018	73928	0.09473830927899779
9019	73929	0.09485004318581282
9020	73935	0.09373779954026462
9021	73936	0.09364843309100133
9022	73938	0.0934696189662191
9023	73963	0.09122518487222765
9024	73971	0.09064856959227317
9025	73976	0.0900511752800033
9026	73980	0.08995224935853977
9027	73977	0.09033232421700865
9028	73980	0.08983400094637689
9029	73981	0.08974334963179151
9030	73989	0.08887232533162505
9031	73988	0.08910797906112483
9032	73996	0.08823552247704709
9033	74002	0.08768854154257393
9034	74001	0.08792419866239157
9035	74002	0.08783293150961458
9036	74006	0.08732329283055576
9037	73985	0.09118255044792324
9038	74008	0.08714048896175214
9039	73996	0.08915395449505686
9040	73992	0.08886217087580872
9041	73989	0.08958522024888267
9042	73972	0.09275204153141892
9043	74006	0.08732329283055576
9044	74009	0.08704904198917908
9045	74013	0.08668295276884143
9046	74015	0.0866437289265803
9047	74018	0.08622465976129678
9048	74019	0.0861329098262354
9049	73981	0.09294416517576004
9050	74010	0.08787224735733604
9051	73986	0.09173979525836201
9052	74008	0.0878500224171939
9053	52759	0.9517375898729356
9054	74017	0.08646032105299596
9055	74019	0.08639389021445201
9056	74010	0.08775854283065483
9057	74020	0.08604112933621641
9058	74024	0.08581743000609066
9059	74032	0.08493736268073704
9060	74033	0.0848451805867035
9061	74039	0.08429143032477797
9062	74039	0.08455117754452932
9063	74040	0.0841990285296469
9064	74038	0.08503565136770529
9065	74043	0.08392163341449058
9066	74048	0.0834586727139216
9067	74054	0.08290206329103404
9068	74058	0.08253034472185433
9069	74060	0.08234429046891013
9070	74039	0.08605957222980049
9071	74047	0.08355132864571853
9072	73993	0.09212030834347128
9073	73996	0.0928624514742296
9074	74080	0.08047649445627683
9075	74095	0.07906680868928255
9076	74094	0.0793024900455559
9077	74104	0.07847271041918885
9078	74112	0.07745972524380514
9079	74115	0.07742972438616894
9080	74099	0.08047720120276301
9081	74120	0.0766998964563476
9082	74116	0.07708009882346151
9083	74119	0.07679500127539493
9084	74120	0.0766998964563476
9085	73948	0.10046168646626744
9086	74134	0.07561787309794565
9087	74137	0.07507751059417912
9088	74138	0.07498174253474985
9089	74138	0.07498174253474985
9090	74136	0.07517324121134854
9091	74140	0.07479009380172755
9092	74135	0.07590091097728602
9093	74139	0.07516942402055829
9094	74137	0.07558348092164119
9095	74140	0.07518266694537169
9096	74136	0.07588933215868704
9097	74137	0.07592243760181332
9098	74144	0.07440634385170423
9099	74146	0.07421424146605922
9100	74148	0.07416149737826178
9101	74149	0.07417795716912562
9102	74152	0.07377637554918959
9103	74149	0.07420470908523161
9104	74152	0.07363701755810095
9105	74069	0.08615599081225586
9106	74155	0.07334788621189504
9107	74157	0.07329410361838931
9108	74158	0.07305840586114909
9109	74159	0.07296183449412727
9110	74161	0.07276857441760456
9111	74160	0.07300427295549546
9112	74120	0.07949384303260223
9113	74133	0.07762262068772366
9114	74160	0.07311653097111617
9115	74171	0.07243908169013553
9116	74165	0.07265924971005673
9117	74156	0.0732514316425367
9118	74124	0.07849134629831796
9119	74153	0.07354067909310442
9120	74078	0.08489441376464392
9121	74169	0.07234632313858919
9122	74151	0.07426392064059902
9123	74154	0.07344430200317593
9124	74153	0.07379252798867003
9125	74151	0.07401544095839513
9126	74154	0.0734743846915259
9127	74145	0.0752140387149182
9128	74155	0.07362954793916111
9129	74158	0.07308833401466083
9130	74121	0.0791803538472447
9131	74158	0.07333971883760067
9132	74178	0.07111946098764155
9133	74153	0.07559354461748305
9134	74181	0.07082723364042194
9135	74183	0.07063221111891275
9136	74180	0.07106293738184498
9137	74181	0.07082723364042194
9138	74182	0.07072974286568773
9139	74144	0.07706728911560973
9140	74170	0.07312149967009161
9141	74176	0.0721860571887941
9142	74153	0.07576456990351081
9143	74183	0.07063221111891275
9144	74179	0.07152152277266517
9145	74179	0.07116038701010118
9146	74165	0.07367633236014079
9147	74178	0.07125779583736491
9148	74125	0.07622382706590168
9149	74128	0.0759377467501371
9150	74127	0.07603314357187184
9151	74120	0.077311917210567
9152	74126	0.07612850365418512
9153	74129	0.07584231311989484
9154	74126	0.07640912638779668
9155	74128	0.0759377467501371
9156	74128	0.0759377467501371
9157	74123	0.07696090382778485
9158	74125	0.07672147121943133
9159	74131	0.07565133515623298
9160	74130	0.07574684261179741
9161	74131	0.07565133515623298
9162	74169	0.07328630275510249
9163	74168	0.07370179802111669
9164	74191	0.06985047174587614
9165	73492	0.14637442766527445
9166	74140	0.07805889337710431
9167	74171	0.07316193922411358
9168	74186	0.0703393691838355
9169	74170	0.07312149967009161
9170	74173	0.07271901477553798
9171	74187	0.07024167268455643
9172	74162	0.0747475229982459
9173	74191	0.06985047174587614
9174	74194	0.06955663287038095
9175	74192	0.07013897209258672
9176	74194	0.06955663287038095
9177	74198	0.06916425886333238
9178	74197	0.06926241572746727
9179	74196	0.06949812363070573
9180	74042	0.09093599811607575
9181	74197	0.06951072427557926
9182	74193	0.0701875070150752
9183	74200	0.06896781786015846
9184	74202	0.06877120654046191
9185	74201	0.06911750353035101
9186	74246	0.06440108406759236
9187	74248	0.0642003352943552
9188	74244	0.06518814105295133
9189	74248	0.0642003352943552
9190	74028	0.09383527261073471
9191	74246	0.06453645430506989
9192	74245	0.06474542303218195
9193	74237	0.06573799792536653
9194	74237	0.06554690542072913
9195	74230	0.06701160241593757
9196	74212	0.06994172275395134
9197	74238	0.06520219517566393
9198	74220	0.06856033188956483
9199	74238	0.06520219517566393
9200	74235	0.06550184273845067
9201	74235	0.06550184273845067
9202	74191	0.07270806396665211
9203	73971	0.09990305550814069
9204	74133	0.08043655746470266
9205	74213	0.06925947441814387
9206	74231	0.06624518353581466
9207	74181	0.07416956053313196
9208	74225	0.06731732941276015
9209	74233	0.06570137711197793
9210	74221	0.06742159235566433
9211	74211	0.06926077973280428
9212	74225	0.0664976879321405
9213	74226	0.06639830779834001
9214	74214	0.068719706358273
9215	74227	0.0662988825267765
9216	74229	0.06609989615144476
9217	74229	0.06609989615144476
9218	74228	0.06619941201284338
9219	74221	0.06737694593344339
9220	74208	0.06944812979453423
9221	74212	0.06878015487472176
9222	74220	0.06699391516214948
9223	74124	0.0815142415273145
9224	74208	0.06831742587727599
9225	74198	0.06954990767065496
9226	74175	0.07309311897470938
9227	74198	0.06930176802836312
9228	74185	0.07068633111274619
9229	74171	0.07242354293035613
9230	74173	0.07160569505448143
9231	74174	0.07164702483093277
9232	74178	0.07111946098764155
9233	74177	0.07135516394862423
9234	74180	0.07092468352882156
9235	74178	0.07111946098764155
9236	74099	0.078689583873289
9237	74071	0.08287607541240488
9238	74073	0.08254639148646027
9239	74087	0.07981959858552728
9240	74086	0.07991354290425733
9241	74068	0.08285939842291953
9242	74081	0.08063977568842548
9243	74083	0.08033700774530314
9244	74080	0.08093703399150955
9245	74082	0.08043084963432022
9246	73930	0.10108099749563731
